3350,2726,287,85,42,-46,50,7737375,3937
3400,2720,237,84,6,58,84,7737432,3937
3450,2723,151,100,26,48,-88,7737411,3937
3500,2722,269,141,8,-16,-72,7737331,3937
3550,2719,293,200,0,0,-70,7737210,3937
3600,2719,216,172,-94,26,-2,7737091,3937
3650,2725,178,113,14,-16,144,7737081,3937
3700,2718,252,95,-72,76,-64,7737026,3937
3750,2720,273,76,-54,28,42,7737004,3937
3800,2723,160,95,30,-34,-16,7736907,3937
3850,2715,228,106,-36,-78,-142,7736951,3937
3900,2724,290,67,2,34,94,7736974,3937
3950,2735,222,31,10,-42,122,7737058,3937
4000,2732,194,24,16,46,6,7737105,3937
4050,2726,263,74,40,78,-38,7737237,3937
4100,2726,244,115,64,-16,-12,7737234,3937
4150,2727,185,161,24,16,-84,7737210,3937
4200,2726,242,196,76,-26,100,7737126,3937
4250,2727,317,105,-38,-54,-60,7737072,3937
4300,2730,186,128,0,38,-70,7737048,3937
4350,2736,197,75,28,28,-18,7737003,3937
4400,2722,277,102,-62,-50,-24,7737043,3937
4450,2722,234,146,74,34,32,7737073,3937
4500,2725,179,116,-28,-40,-92,7737123,3937
4550,2721,190,50,-38,60,108,7737187,3937
4600,2719,255,51,34,-26,-48,7737162,3937
4650,2731,233,17,32,-28,-18,7737098,3937
4700,2718,192,81,34,70,88,7737040,3937
4750,2719,285,127,26,-28,120,7737045,3937
4800,2729,280,140,-128,8,-4,7737082,3937
4850,2716,183,143,40,8,-34,7737198,3937
4900,2713,198,103,-20,-8,-76,7737297,3937
4950,2719,252,113,-36,56,32,7737239,3937
5000,2726,208,144,82,-4,68,7737152,3937
5050,2717,186,164,16,-100,-48,7737140,3937
5100,2726,241,136,-2,-8,52,7737165,3937
5150,2733,285,75,-104,-52,-62,7737193,3937
5200,2732,244,9,14,-6,82,7737165,3937
5250,2724,157,63,68,-124,80,7737070,3937
5300,2738,313,59,36,-60,42,7737013,3937
5350,2733,244,58,-140,10,94,7736929,3937
5400,2718,111,147,68,-34,-36,7736926,3937
5450,2721,295,147,-164,72,38,7736965,3937
5500,2723,304,96,26,74,48,7737047,3937
5550,2718,137,112,84,-34,-122,7737077,3937
5600,2726,220,114,-76,46,-32,7737079,3937
5650,2716,302,131,12,58,-42,7737149,3937
5700,2721,241,125,70,126,32,7737198,3937
5750,2712,138,88,-30,78,-60,7737304,3937
5800,2724,226,74,-74,-20,20,7737370,3937
5850,2735,295,85,14,-20,-136,7737444,3937
5900,2731,200,30,60,26,-14,7737446,3937
5950,2722,171,63,-38,-64,-40,7737529,3937
6000,2724,317,87,86,-2,-40,7737565,3937
6050,2738,270,122,12,26,128,7737608,3937
6100,2716,164,136,28,30,4,7737693,3937
6150,2718,264,121,-32,-44,56,7737767,3937
6200,2736,283,114,-10,-12,-20,7737819,3937
6250,2724,170,120,78,42,-80,7737787,3937
6300,2717,191,136,14,48,38,7737828,3937
6350,2723,265,146,50,36,-18,7737880,3937
6400,2725,249,128,64,-26,-70,7737951,3937
6450,2712,198,79,-156,-92,-100,7738007,3937
6500,2722,237,54,28,-14,-24,7738005,3937
6550,2725,274,60,-22,-50,44,7738014,3937
6600,2727,228,37,48,24,42,7737947,3937
6650,2732,198,33,-8,-28,-44,7737939,3937
6700,2724,232,68,-56,60,-178,7737898,3937
6750,2729,250,84,-46,10,-58,7737856,3937
6800,2720,202,73,-8,-20,-56,7737854,3937
6850,2733,203,68,14,8,88,7737882,3937
6900,2727,254,39,-6,-6,28,7737921,3937
6950,2726,260,40,-44,-18,16,7738008,3937
7000,2727,221,51,64,-8,-106,7737982,3937
7050,2712,221,67,-6,-64,-118,7737926,3937
7100,2736,233,187,138,16,22,7737790,3937
7150,2727,234,228,-102,16,-84,7737812,3937
7200,2729,213,183,58,-66,22,7737832,3937
7250,2729,226,119,10,136,158,7737863,3937
7300,2724,228,135,46,-30,-46,7737832,3937
7350,2716,258,135,-2,-34,38,7737801,3937
7400,2717,247,161,18,68,-26,7737775,3937
7450,2720,204,137,4,-30,62,7737787,3937
7500,2719,246,67,-60,-40,80,7737902,3937
7550,2723,227,83,-2,-26,6,7738034,3937
7600,2713,203,0,-66,-20,-20,7738130,3937
7650,2732,224,-16,-22,54,98,7738340,3937
7700,2725,235,67,72,28,104,7738386,3937
7750,2717,240,80,40,14,134,7738491,3937
7800,2720,250,126,32,0,62,7738629,3937
7850,2715,232,140,-32,6,-54,7738725,3937
7900,2719,232,65,22,-48,40,7738816,3937
7950,2727,209,54,-96,-130,-8,7738902,3937
8000,2723,214,23,-104,38,-16,7738858,3937
8050,2735,226,58,54,6,124,7738798,3937
8100,2713,227,94,84,28,-98,7738690,3937
8150,2742,234,109,-122,50,-124,7738703,3937
8200,2729,226,71,-54,-24,4,7738502,3937
8250,2730,251,45,70,-24,32,7738417,3937
8300,2719,242,23,100,46,-52,7738318,3937
8350,2719,224,16,-46,-10,-2,7738325,3937
8400,2715,222,72,72,12,10,7738323,3937
8450,2724,244,151,50,-6,-16,7738348,3937
8500,2733,244,215,-36,-36,-42,7738386,3937
8550,2722,191,187,-66,38,-52,7738468,3937
8600,2735,232,117,42,10,-8,7738508,3937
8650,2726,269,62,-120,32,36,7738552,3937
8700,2647,238,63,64,-94,-90,7738548,3937
8750,2686,253,99,-10,-64,-2,7738481,3937
8800,2713,301,192,-174,44,-52,7738396,3937
8850,2708,221,113,-84,-2,42,7738246,3937
8900,2711,163,61,92,-34,136,7738168,3937
8950,2725,197,23,-12,68,14,7738137,3937
9000,2716,250,-5,-142,2,24,7738115,3937
9050,2722,190,31,114,-72,50,7738112,3937
9100,2722,238,13,38,68,40,7738166,3937
9150,2715,290,27,-88,-32,-54,7738132,3937
9200,2731,274,67,40,2,22,7738082,3937
9250,2727,213,81,124,4,92,7738064,3937
9300,2722,230,94,54,-66,-100,7738065,3937
9350,2729,201,202,-36,22,-102,7738021,3937
9400,2718,220,202,-66,-82,-98,7737957,3937
9450,2726,188,161,42,30,-82,7737866,3937
9500,2724,224,135,22,50,0,7737814,3937
9550,2736,296,100,60,10,-24,7737585,3937
9600,2711,264,122,60,92,22,7737432,3937
9650,2733,280,99,12,-60,-76,7737339,3937
9700,2714,196,122,-68,-10,-4,7737347,3937
9750,2710,175,21,-88,-60,-44,7737387,3937
9800,2723,212,-22,-48,14,76,7737416,3937
9850,2732,209,27,6,34,-18,7737410,3937
9900,2729,223,115,52,96,50,7737275,3937
9950,2730,258,169,-132,-96,-22,7737206,3937
10000,2737,250,166,-8,18,-58,7737101,3937
10050,2733,305,138,32,-54,-34,7737007,3937
10100,2729,196,130,-38,54,-68,7736919,3937
10150,2723,146,110,38,44,-20,7736909,3937
10200,2729,232,124,28,-88,-42,7736911,3937
10250,2727,255,170,-66,-74,22,7736873,3937
10300,2731,200,131,-20,-8,-42,7736863,3937
10350,2724,202,76,-132,-50,-16,7736752,3937
10400,2726,242,0,-70,-20,-12,7736714,3937
10450,2727,270,33,-26,12,20,7736636,3937
10500,2731,267,43,88,-76,-36,7736611,3937
10550,2736,197,42,-40,6,22,7736740,3937
10600,2722,157,128,54,20,6,7736833,3937
10650,2739,260,160,68,-6,24,7737065,3937
10700,2725,225,135,-38,-8,48,7737100,3937
10750,2734,167,102,74,-48,12,7737043,3937
10800,2729,261,49,-38,48,-44,7736808,3937
10850,2721,267,184,120,-48,-58,7736607,3937
10900,2733,303,209,46,-12,-76,7736479,3937
10950,2720,171,169,10,-48,50,7736447,3937
11000,2720,231,137,0,-10,34,7736456,3937
11050,2736,268,82,-70,-102,-70,7736486,3937
11100,2754,189,95,-52,-28,-44,7736571,3937
11150,2807,127,95,-110,0,4,7736683,3937
11200,3287,297,193,0,6,48,7736728,3937
11250,7028,337,134,158,6,20,7736870,3937
11300,14705,121,151,424,-294,-140,7736971,3937
11350,26123,375,282,280,134,102,7736891,3937
11400,28325,870,77,180,196,-74,7736658,3937
11450,27175,792,247,160,-358,56,7736150,3937
11500,26277,-1474,421,380,420,68,7735931,3937
11550,24858,-334,-407,-248,0,-98,7735264,3937
11600,24392,-469,970,-108,270,6,7734707,3937
11650,23852,115,952,-462,20,12,7734301,3937
11700,23306,-434,-13,-106,-296,80,7733821,3937
11750,22985,264,177,196,-258,142,7733341,3937
11800,22818,-206,211,320,-96,174,7732402,3937
11850,21897,-31,235,944,-314,548,7729285,3937
11900,21689,-38,239,968,-326,524,7727630,3937
11950,21582,13,356,1218,-238,522,7726438,3937
12000,21427,131,349,1670,36,592,7725136,3937
12050,21209,170,278,1968,-78,562,7722935,3937
12100,20925,181,332,2420,324,644,7721290,3937
12150,19802,297,116,3076,128,546,7718502,3937
12200,19623,267,167,3690,208,562,7716549,3937
12250,19653,482,-34,4344,396,328,7713669,3937
12300,19480,183,-248,5180,486,382,7711491,3937
12350,19442,399,-327,5984,228,204,7708044,3937
12400,19504,400,-536,6724,0,180,7705496,3937
12450,19475,206,-447,7326,24,208,7702717,3937
12500,19496,-10,-518,7978,-184,334,7698237,3937
12550,19519,189,-577,8662,56,654,7695035,3937
12600,19477,49,-469,9260,118,666,7690203,3937
12650,19444,75,-729,9746,192,618,7687052,3937
12700,19444,141,-939,10318,526,742,7682317,3937
12750,19479,226,-984,10924,560,470,7679088,3937
12800,19410,34,-1198,11548,522,222,7673855,3937
12850,19436,-61,-1074,12012,490,322,7670180,3937
12900,19353,-217,-1143,12560,402,260,7666540,3937
12950,19239,-235,-1038,13046,548,196,7661125,3937
13000,19293,-102,-869,13554,696,230,7657421,3937
13050,19258,-7,-1184,14138,570,-64,7651621,3937
13100,19086,3,-1205,14398,642,-262,7647631,3937
13150,19118,67,-1207,14976,204,-320,7641345,3937
13200,19065,164,-1181,15376,174,-114,7637027,3938
13250,19055,308,-1233,15852,146,36,7630283,3938
13300,19075,431,-1524,16488,254,116,7625607,3938
13350,19076,480,-1916,17030,198,142,7620946,3938
13400,18997,505,-2402,17708,150,272,7614072,3938
13450,19134,413,-2479,18386,84,282,7609446,3938
13500,19108,372,-2610,18906,292,546,7602072,3938
13550,18995,281,-2756,19508,366,434,7597001,3938
13600,18877,57,-2965,20154,322,240,7589266,3938
13650,18708,-77,-3010,20640,500,312,7584058,3938
13700,18549,60,-2808,21012,494,138,7576106,3938
13750,18397,172,-2953,21496,496,-40,7570730,3938
13800,18231,274,-3013,22010,372,40,7564998,3938
13850,18031,329,-3294,22522,244,148,7556184,3938
13900,17867,468,-3433,22934,232,220,7550237,3938
13950,17712,524,-3901,23792,248,224,7541311,3937
14000,17504,530,-4156,24320,440,268,7535297,3937
14050,17325,493,-4584,24648,336,270,7526161,3937
14100,17140,391,-4508,25208,388,290,7519890,3937
14150,16900,114,-4704,25474,496,286,7510415,3937
14200,16614,198,-4658,25910,492,264,7504002,3937
14250,16403,218,-4774,26120,504,36,7497523,3937
14300,16182,244,-4835,26544,262,254,7487621,3937
14350,15968,605,-4892,27056,270,120,7480857,3937
14400,15752,647,-5315,27380,358,338,7470677,3937
14450,15606,521,-5648,27964,268,314,7463812,3937
14500,15423,556,-5792,28700,338,410,7453410,3937
14550,15139,439,-6145,29036,370,236,7446285,3936
14600,14946,236,-5907,29484,460,374,7435655,3936
14650,14638,525,-5922,29790,480,214,7428469,3936
14700,14407,480,-6254,29744,270,244,7421216,3936
14750,14215,516,-6192,30484,458,258,7410133,3936
14800,13954,720,-6789,30702,436,344,7402680,3935
14850,13798,694,-7016,30940,270,356,7391438,3935
14900,13591,553,-7008,31510,508,456,7383991,3935
14950,13299,511,-7111,31684,560,406,7372536,3935
15000,13050,489,-7170,32044,434,244,7364908,3935
15050,12795,607,-7303,32050,512,264,7353512,3934
15100,12556,736,-7318,32662,498,362,7345765,3934
15150,12325,798,-7627,32434,350,304,7337873,3934
15200,12136,644,-7760,32264,490,358,7326088,3934
15250,11816,661,-8189,32766,386,264,7318246,3934
15300,11549,440,-7980,32766,380,282,7306380,3933
15350,11244,603,-8088,32766,404,222,7298418,3933
15400,10976,499,-7919,32766,484,290,7286449,3933
15450,10711,806,-8119,32766,428,276,7278402,3933
15500,10506,714,-8384,32766,508,446,7266047,3933
15550,10273,746,-8491,32766,368,316,7257855,3933
15600,9981,612,-8700,32766,294,314,7249677,3932
15650,9722,633,-8730,32766,470,298,7237225,3932
15700,9448,704,-8778,32766,498,374,7228792,3932
15750,9112,563,-8793,32766,406,282,7216274,3932
15800,8928,870,-9008,32766,318,296,7207892,3931
15850,8751,826,-9113,32766,234,362,7195137,3931
15900,8485,797,-9312,32766,466,296,7186647,3931
15950,8281,689,-9159,32766,520,396,7173910,3931
16000,8051,642,-9157,32766,558,334,7165369,3930
16050,7862,513,-9252,32766,334,328,7156795,3930
16100,7616,1006,-9043,32766,310,278,7143929,3930
16150,7448,917,-9360,32766,312,230,7135302,3930
16200,7295,988,-9555,32766,230,482,7122246,3929
16250,7091,913,-9855,32766,406,336,7113641,3929
16300,6943,634,-9719,32766,418,462,7100786,3929
16350,6724,630,-9679,32766,488,386,7092122,3929
16400,6476,632,-9637,32766,426,304,7079185,3929
16450,6364,795,-9532,32766,452,286,7070553,3928
16500,6175,900,-10023,32766,224,482,7061849,3928
16550,6103,987,-10017,32766,508,506,7048679,3928
16600,5905,689,-10103,32766,518,378,7039993,3928
16650,5729,574,-10027,32766,518,552,7027008,3928
16700,5556,721,-9913,32766,518,322,7018194,3928
16750,5389,813,-9886,32766,554,262,7005036,3927
16800,5253,904,-10026,32766,366,550,6996331,3927
16850,5139,815,-10141,32766,528,340,6983071,3927
16900,4978,916,-10245,32766,604,356,6974317,3927
16950,4821,584,-10284,32766,490,448,6965595,3927
17000,4688,790,-10211,32766,466,484,6952446,3926
17050,4534,781,-10193,32766,370,442,6943653,3926
17100,4474,683,-10267,32766,420,346,6930532,3926
17150,4269,972,-10344,32766,210,326,6921710,3926
17200,4218,726,-10404,32766,314,464,6908443,3926
17250,4079,786,-10272,32766,566,474,6899683,3926
17300,3912,551,-10554,32766,446,424,6886427,3925
17350,3816,866,-10456,32766,386,366,6877623,3925
17400,3714,823,-10455,32766,586,430,6864385,3925
17450,3634,992,-10546,32766,520,242,6855600,3925
17500,3510,753,-10614,32766,378,432,6846739,3925
17550,3412,784,-10487,32766,592,490,6833602,3925
17600,3283,687,-10435,32766,480,480,6824797,3925
17650,3225,775,-10439,32766,366,352,6811486,3925
17700,3088,698,-10758,32766,344,452,6802686,3925
17750,3029,766,-10521,32766,564,444,6789508,3924
17800,2897,513,-10688,32766,322,348,6780689,3924
17850,2780,676,-10735,32766,750,322,6767568,3924
17900,2685,904,-10451,32766,548,212,6758835,3924
17950,2630,785,-10487,32766,348,452,6750019,3924
18000,2554,731,-10306,32766,506,304,6736909,3924
18050,2450,473,-10788,32766,400,346,6728136,3924
18100,2412,803,-10539,32766,490,346,6714925,3924
18150,2274,546,-10545,32766,326,398,6706181,3924
18200,2218,731,-10421,32766,662,302,6693128,3924
18250,2103,749,-10673,32766,278,482,6684384,3924
18300,2087,816,-10590,32766,726,524,6671231,3924
18350,1975,664,-10740,32766,410,484,6662490,3924
18400,1929,708,-10682,32766,528,444,6653834,3923
18450,1842,597,-10566,32766,382,186,6640747,3923
18500,1758,810,-10535,32766,498,454,6632114,3923
18550,1700,744,-10613,32766,410,570,6619117,3923
18600,1691,927,-10574,32766,606,368,6610442,3923
18650,1592,567,-10735,32766,402,490,6597524,3923
18700,1566,814,-10498,32766,356,342,6588940,3923
18750,1443,667,-10663,32766,294,402,6575994,3923
18800,1443,674,-10632,32766,360,506,6567445,3923
18850,1291,955,-10917,32766,296,424,6558890,3923
18900,1404,614,-10292,32766,550,496,6545904,3923
18950,1136,802,-10929,32766,484,192,6537338,3923
19000,1235,585,-10212,32766,414,596,6524605,3923
19050,1044,954,-10598,32766,566,344,6516106,3923
19100,1119,562,-10421,32766,362,572,6503311,3923
19150,991,976,-10529,32766,316,408,6494873,3923
19200,959,686,-10637,32766,354,474,6482113,3923
19250,986,464,-10667,32766,572,536,6473674,3923
19300,844,563,-10747,32766,568,468,6465257,3923
19350,834,486,-9927,32766,324,300,6452579,3923
19400,715,873,-10029,32766,488,262,6444001,3923
19450,719,958,-10020,32766,110,582,6431263,3923
19500,712,1025,-10417,32766,230,458,6422841,3923
19550,716,638,-10456,32766,482,622,6410162,3923
19600,611,504,-10284,32766,558,428,6401886,3923
19650,483,303,-10421,32766,488,428,6389402,3923
19700,474,817,-9908,32766,698,322,6381002,3923
19750,391,738,-10048,32766,408,362,6372656,3923
19800,419,976,-10155,32766,324,564,6360273,3923
19850,385,823,-10389,32766,468,552,6351964,3923
19900,360,523,-10231,32766,452,440,6339619,3923
19950,261,735,-10081,32766,376,408,6331502,3923
20000,193,717,-9899,32766,394,356,6319169,3923
20050,225,864,-9936,32766,292,450,6310918,3923
20100,166,1003,-10192,32766,280,524,6298590,3923
20150,177,608,-10341,32766,520,464,6290400,3923
20200,134,625,-10115,32766,544,338,6282231,3923
20250,65,470,-10053,32766,466,378,6270043,3923
20300,25,742,-9718,32766,290,362,6261998,3923
20350,-52,733,-9809,32766,302,220,6249709,3923
20400,13,780,-9825,32766,328,572,6241543,3923
20450,-75,824,-10118,32766,348,380,6229289,3923
20500,-52,583,-9905,32766,524,498,6221233,3923
20550,-123,722,-9991,32766,318,300,6209189,3923
20600,-143,560,-9819,32766,412,410,6201226,3923
20650,-186,755,-9758,32766,160,336,6193262,3923
20700,-178,727,-9769,32766,390,406,6181081,3923
20750,-182,663,-9838,32766,472,592,6173082,3923
20800,-202,717,-9859,32766,422,474,6161171,3923
20850,-221,712,-9807,32766,332,434,6153218,3923
20900,-237,714,-9777,32766,334,414,6141387,3923
20950,-240,739,-9719,32766,294,420,6133542,3923
21000,-269,776,-9761,32766,264,434,6121706,3923
21050,-313,630,-9866,32766,162,472,6113786,3923
21100,-290,706,-9843,32766,274,538,6105977,3923
21150,-321,539,-9754,32766,414,346,6094288,3923
21200,-398,512,-9662,32766,482,546,6086434,3923
21250,-384,539,-9598,32766,442,430,6074683,3923
21300,-439,645,-9715,32766,192,352,6066900,3923
21350,-406,720,-9591,32766,368,542,6055138,3923
21400,-434,519,-9612,32766,332,446,6047435,3923
21450,-462,549,-9600,32766,416,306,6035991,3923
21500,-479,596,-9448,32766,456,480,6028281,3923
21550,-459,652,-9396,32766,356,368,6016737,3923
21600,-490,741,-9446,32766,338,332,6009115,3923
21650,-496,685,-9370,32766,404,586,6001521,3923
21700,-500,654,-9437,32766,528,694,5990096,3923
21750,-519,635,-9275,32766,438,376,5982594,3923
21800,-563,544,-9292,32766,370,430,5971356,3923
21850,-547,678,-9214,32766,310,400,5963823,3923
21900,-575,681,-9223,32766,288,448,5952610,3923
21950,-578,638,-9254,32766,404,494,5945258,3923
22000,-574,528,-9214,32766,574,480,5934235,3923
22050,-611,561,-9132,32766,298,392,5926869,3923
22100,-668,663,-8889,32766,474,358,5919544,3923
22150,-681,701,-8960,32766,196,444,5908645,3923
22200,-623,877,-8938,32766,244,546,5901348,3923
22250,-674,705,-9140,32766,336,474,5890479,3923
22300,-649,542,-8981,32766,418,456,5883404,3923
22350,-705,506,-8964,32766,346,388,5872768,3923
22400,-718,668,-8851,32766,324,286,5865602,3923
22450,-730,715,-8824,32766,354,344,5855000,3923
22500,-745,723,-8841,32766,162,350,5847966,3923
22550,-741,663,-8843,32766,372,518,5840841,3923
22600,-773,657,-8794,32766,482,524,5830362,3923
22650,-790,560,-8748,32766,288,282,5823451,3923
22700,-789,659,-8624,32766,356,486,5813097,3923
22750,-794,670,-8647,32766,236,380,5806130,3924
22800,-760,659,-8637,32766,434,524,5795826,3924
22850,-788,568,-8702,32766,312,446,5788986,3924
22900,-787,536,-8566,32766,442,438,5778662,3924
22950,-814,501,-8412,32766,492,378,5771872,3924
23000,-836,603,-8359,32766,380,398,5765179,3924
23050,-856,709,-8332,32766,232,416,5755026,3924
23100,-823,602,-8357,32766,350,392,5748209,3924
23150,-852,665,-8422,32766,364,354,5738131,3924
23200,-870,603,-8336,32766,394,268,5731480,3923
23250,-850,631,-8237,32766,458,352,5721487,3924
23300,-873,436,-8180,32766,408,464,5714893,3924
23350,-891,660,-8128,32766,242,246,5705121,3923
23400,-912,557,-8104,32766,354,390,5698559,3924
23450,-884,596,-8094,32684,304,410,5691957,3924
23500,-948,550,-8111,32766,298,270,5682169,3924
23550,-935,526,-8038,32766,344,414,5675725,3924
23600,-943,591,-7960,32766,370,356,5666069,3924
23650,-962,501,-8011,32440,302,370,5659623,3924
23700,-941,558,-7839,32766,188,306,5650149,3924
23750,-967,612,-7891,32766,516,314,5643785,3924
23800,-936,483,-7806,31534,340,392,5634203,3924
23850,-916,551,-7722,31772,236,342,5627921,3924
23900,-964,579,-7766,32766,272,184,5618574,3924
23950,-927,538,-7654,31840,222,346,5612374,3924
24000,-916,596,-7624,32186,374,434,5606099,3924
24050,-919,574,-7680,31522,356,340,5596874,3924
24100,-902,477,-7552,31326,294,374,5590809,3924
24150,-926,564,-7545,32438,346,328,5581631,3924
24200,-917,483,-7516,32230,334,318,5575506,3924
24250,-898,570,-7427,31010,432,286,5566390,3924
24300,-914,530,-7434,31794,270,244,5560366,3924
24350,-892,523,-7367,31262,166,434,5551286,3924
24400,-881,570,-7319,30534,344,292,5545226,3924
24450,-895,478,-7349,31562,336,392,5539300,3924
24500,-893,484,-7270,30976,314,342,5530341,3924
24550,-901,558,-7211,31260,360,448,5524335,3924
24600,-891,524,-7239,29992,338,338,5515399,3924
24650,-863,520,-7142,30692,256,448,5509514,3924
24700,-874,561,-7184,30056,578,400,5500742,3924
24750,-863,504,-7109,30668,264,528,5494871,3924
24800,-856,510,-7052,30840,470,326,5486161,3924
24850,-869,557,-6999,31286,340,310,5480380,3924
24900,-849,495,-7015,30576,340,394,5474641,3924
24950,-836,522,-6902,30760,340,488,5465951,3924
25000,-863,525,-6934,31520,312,272,5460194,3924
25050,-834,470,-6860,30258,294,364,5451637,3924
25100,-826,530,-6791,30276,294,340,5445962,3924
25150,-841,502,-6859,29874,334,322,5437415,3924
25200,-806,459,-6741,30190,342,396,5431782,3924
25250,-821,525,-6749,29594,392,336,5423360,3924
25300,-837,472,-6706,29946,368,258,5417735,3924
25350,-784,462,-6653,29968,300,352,5412040,3924
25400,-802,534,-6640,29724,428,292,5403640,3924
25450,-811,401,-6633,29382,322,418,5398157,3924
25500,-785,492,-6493,29304,424,500,5389965,3924
25550,-808,473,-6595,29342,338,354,5384412,3924
25600,-787,479,-6474,29468,378,354,5376214,3924
25650,-762,453,-6455,29090,288,300,5370776,3924
25700,-789,510,-6441,29812,250,462,5362720,3924
25750,-768,445,-6317,28924,290,384,5357254,3924
25800,-754,499,-6326,29002,366,350,5351853,3924
25850,-760,485,-6267,28976,250,234,5343910,3924
25900,-757,467,-6282,28848,308,316,5338580,3924
25950,-736,498,-6185,28936,162,382,5330579,3924
26000,-747,462,-6210,28988,340,422,5325325,3924
26050,-724,507,-6118,28860,320,296,5317458,3924
26100,-738,439,-6073,28712,276,328,5312258,3924
26150,-747,523,-6103,28728,362,438,5304337,3924
26200,-711,421,-6063,28388,274,390,5299048,3924
26250,-690,497,-6016,28588,338,448,5293908,3924
26300,-726,373,-6005,28220,244,198,5286221,3924
26350,-733,474,-6001,28314,186,206,5281093,3924
26400,-686,367,-5893,28232,316,418,5273361,3924
26450,-702,543,-5854,28134,430,352,5268314,3924
26500,-689,432,-5904,27938,110,238,5260766,3924
26550,-670,439,-5785,27914,222,334,5255768,3924
26600,-736,426,-5801,27664,384,444,5248091,3924
26650,-752,399,-5772,27450,278,318,5243080,3924
26700,-736,407,-5692,27656,242,242,5238124,3924
26750,-743,487,-5628,27636,186,344,5230717,3924
26800,-716,455,-5698,27610,350,304,5225738,3924
26850,-698,406,-5666,27398,164,204,5218394,3924
26900,-707,372,-5634,27346,362,372,5213544,3924
26950,-711,430,-5578,27236,296,282,5206240,3924
27000,-730,335,-5506,27330,274,264,5201326,3924
27050,-687,423,-5450,27308,328,270,5193958,3924
27100,-695,433,-5462,27186,240,168,5189089,3924
27150,-696,405,-5429,26832,286,288,5184312,3924
27200,-665,417,-5449,26854,308,446,5177111,3924
27250,-678,395,-5405,26660,350,374,5172336,3924
27300,-664,397,-5357,26716,328,292,5165219,3924
27350,-640,329,-5318,26592,340,204,5160563,3924
27400,-657,447,-5245,26688,266,146,5153638,3924
27450,-692,367,-5349,26516,238,352,5148920,3924
27500,-621,403,-5164,26470,230,286,5141911,3924
27550,-640,415,-5160,26474,400,286,5137297,3924
27600,-671,447,-5159,26236,252,294,5130341,3924
27650,-630,337,-5121,26342,288,348,5125745,3924
